Product Name,Rating,Total Ratings,Price,Type,Platform,Categories
Dime Store Wooden Wall Shelves | Corner Hanging Shelf for Living Room Stylish | Zig Zag Home Decor Floating Display Rack for Storage,4,"3,465",739,Home Decor,Amazon,Decorative Item
"VIBEYE Wooden Wall Hangings For Home Decoration - Decorative Items For Home - Used As A Room Decor Items For Bedroom, Office, Kitchen, Living Room, Cafe's…",3.8,25,269,Home Decor,Amazon,Decorative Item
"SATYAM KRAFT 6 Pcs Flameless and Smokeless Decorative Crystal Candles Transparent Acrylic Led Tea Light Candle for Decoration (6 Pieces, Yellow, 2 cm)",4.1,731,248,Home Decor,Amazon,Decorative Item
"Auradecor Moroccan Lantern, Tealight Candle Holder with Tealight Candle for Home Decor Home Decor and Gift, Diwali, Festival, Indoor & Outdoor Use (Red, Pack of 2)",5,11,249,Home Decor,Amazon,Decorative Item
DecoreBugs Artificial Potted Plants in Wooden Pot (4 Pack) Eucalyptus Plants Small Plants for Home Decor | Office Decor |DB-8149,4,414,299,Home Decor,Amazon,Decorative Item
Home Sizzler 144 TC Microfibre Kid's Giraffe Double Bedsheet with 2 King Size Pillow Covers (Yellow),4,"1,681",439,Home Decor,Amazon,Decorative Item
"eCraftIndia Multicolor Polyresin Love Animated Characters Decorative Showpiece for Valentine's Day, for Expressing Love - Best Choice for Girlfriend, Boyfriend, Husband, Wife",4.2,88,299,Home Decor,Amazon,Decorative Item
"Exporthub 1 Piece Beautiful Polyester Door Threads String Curtain - 7ft, White (EHSPR558_74)",3.7,"4,251",199,Home Decor,Amazon,Decorative Item
"kotart - Premium Digital Madhubani Art Paintings with Frame for Home Decor - Framed Wall Painting for Living Room Bedroom Office Room Decor - Painting for Wall Decoration - (10x13 inch, Art 1)",5,1,"1,399",Home Decor,Amazon,Decorative Item
VRB DecTM 5 Pcs Artificial Baby's Breath Gypsophila Flower Sticks for Home Decoration | Faux Flowers for Vases | Decoration Items for Living Room|Home Decor|Diwali Decor|Chritmas (Maroon (Dark Red)),3.8,14,399,Home Decor,Amazon,Decorative Item
"SATYAM KRAFT 5 Pcs Artificial Chrysanthemum Ball Hydrangea Flower Stick for Home, Office Decoration and Craft - (Pack of 5) (Blue)(Without Vase)(Fabric)",4.2,"2,910",269,Home Decor,Amazon,Decorative Item
"JaipurCrafts Sparkle Square Gramophone Showpiece - 23 cm (Brass, Brown, Gold)",3.4,514,299,Home Decor,Amazon,Decorative Item
Naayaab Craft Wooden Decorative Sailing Ship (Small Size) Best Showpiece for Office & Home Decor Multicolor | Home Decorative Wooden Sailing Ship Nautical Showpiece (White) (Size - 15x16x4 CM),3.7,240,399,Home Decor,Amazon,Decorative Item
"CraftVatika Golden Handcrafted Palm Buddha Idol for Home,Office and Gifts - Palm Buddha Hand Statues for Living Room Mandir Pooja Room Living Room Diwali Decor",4.3,285,189,Home Decor,Amazon,Decorative Item
"Crompton Galaxy Decoration Copper USB Powered String Fairy Lights with 100 Led Light (10 Meters, Warm White, Pack of 1)",4.2,"2,896",149,Home Decor,Amazon,Decorative Item
PAPER PLANE DESIGN Poster For Living room Bedroom Office Wall Decoration Set of 12 (B),4.3,"1,759",159,Home Decor,Amazon,Decorative Item
Tdas Plastic Artificial Plants With Pot Leaves Hanging Ivy Garlands Plant Greenery Vine Creeper Home Decor Door Wall Balcony Decoration Party - 50 Cm (2 Pcs Money Plants),3.6,32,299,Home Decor,Amazon,Decorative Item
SEREBRUM 12pcs 3D Metallic Finish Home Decor Butterfly with Sticking Pads - Metallic Butterfly Decorations Party 3D Butterfly Wall Stickers (Golden-Set of 12),3.9,57,99,Home Decor,Amazon,Decorative Item
"Collectible India Akhand Diya Diyas Decorative Brass Crystal Oil Lamp, Diwali Decoration Item - Lantern Oval Shape Diwali Gifts Home Decor Puja Lamp Tea Light Holder",3.9,"2,813",222,Home Decor,Amazon,Decorative Item
"Xtore® Golden Owl Family (Mother & Child) for Home Decor (Pack of 1, Golden)",4.3,"1,446",999,Home Decor,Amazon,Decorative Item
"Xtore Ceramic Golden Blessing Birds Figurine for Home Decor | Living Room, Bedroom, Office Desk, Cabinets - (Pack of 2, Golden)",4.3,444,549,Home Decor,Amazon,Decorative Item
"The Purple Tree Tapered Glass Vase for Home Decor Center Table Bedroom Living Room and Office Decoration (Pack of 1, Midnight Blue) Luster Glass Vase, Decorative vase, Diwali Gift",4,549,349,Home Decor,Amazon,Decorative Item
"Umadiya® Duck Track Toys for Kids - Ducks Chasing Race Track Game Set - Small Ducks Stair Climbing Toys for Kids, Escalator Toy with Lights and Music - 3 Duck Included (Duck Track)",4.6,23,445,Toys,Amazon,Toys
"DearJoy Polyester Big Size Fibre Filled Stuffed Animal Elephant Soft Toy For Baby Of Plush Hugging Pillow Soft Toy For Kids Boy Girl Birthday Gift (60 Cm, Grey)",4.3,"7,031",570,Toys,Amazon,Toys
"Hot Wheels Plastic Mega Hauler Truck, Stores More Than 50 Cars, Multicolor",4.3,"19,211",950,Toys,Amazon,Toys
"Blix Queaky- Best Musical Toy Gift for Kids, Beeping Toy (Red)",3.3,268,538,Toys,Amazon,Toys
"Giggles Funskool Giggles, 3 In 1 Pull Along Musical Snail, Xylophone, Drum And Walking, Pull Along, Preschool Toys, 12 Months & Above, Infant, Multicolour",4.1,"1,585",703,Toys,Amazon,Toys
"Tingoking Plastic Jet 747, Pack Of 1, Multicolour",3.9,"1,568",156,Toys,Amazon,Toys
"Storio Toys Airplane Launcher Gun,Safe and Fun Shooting Guns for Kids,Paper Foam Gliders for Quick and Easy|Best Gift for Boys Kids Children, Assorted",3.4,79,279,Toys,Amazon,Toys
"Gooyo GY-430A1 Portable Musical Piano Keyboard with Microphone |37 Keys, 8 Rhythms, 8 Tones with 6 In-Built Demos & Song Record Feature|Black Color, Dual Power Supply Source: Micro USB Cable(Included)",3.6,145,760,Toys,Amazon,Toys
"Gooyo GY-430A1 Portable Musical Piano Keyboard with Microphone |37 Keys, 8 Rhythms, 8 Tones with 6 In-Built Demos & Song Record Feature|Black Color, Dual Power Supply Source: Micro USB Cable(Included)",3.6,145,760,Toys,Amazon,Toys
Smartivity DIY Foosball Table STEM Educational Kit for Kids 6-14 Years Old | Best Birthday Gifts for Boys & Girls 6-8-10-12 Years | Science & Construction-Based Activity Game,4.2,"1,363","1,013",Toys,Amazon,Toys
"Baffling Bowl - Hilarious 600 Cards Guessing Game for Kids, Teens & Adults, Fun, Bonding for Friends & Family, Challenges for Game Nights, Parties, Gifts for Ages 10, 11, 12, 13 and Up, Players 4+",4.3,62,699,Toys,Amazon,Toys
"Jack Royal Storm Hot Fire Soft Bullet Gun Toy with 10 Safe Soft Foam Bullets, Fun Target Shooting Battle Fight Game for Kids Boys (Storm- Hot Fire)",3.9,509,154,Toys,Amazon,Toys
"Zeeshan Avengers Toy Set of 5 Twist and Move Marvels Super Hero Characters Action Figure Play Set : Captain America, Hulk, Thor, Iron Man and Ant Man Best Gift for Birthday for Baby Multicolor",3.7,250,195,Toys,Amazon,Toys
"VGRASSP Push and Pull Pipe Tube Toy for Kids, Toddlers - Stretch and Bend Into Your Own Way - Smooth Sensory Fidget Toy - Multicolor (Color As Per Stock) (Pack of 1)",3.5,3,64,Toys,Amazon,Toys
"Little Monkey Wooden Xylophone Musical Toy with 8 Note, Multicolour, 3+, 1 Xylophone, 2 Sticks",4.2,"6,991",299,Toys,Amazon,Toys
"Funskool Star Links, Multicoloured Interlocking Learning Educational Blocks, Improves Creativity And Construction Blocks For Kids, 12 Months & Above, Infant and Preschool Toys",4.4,"9,539",223,Toys,Amazon,Toys
"Nerf Alpha Strike Fang Qs-4 Toy Blaster, Fire 4 Darts in A Row, 10 Nerf Darts, Gift Toys for Kids Teens&Adults, Toy for Boys, Birthday Gift Toy Ages 8+,Best Xmas Gift,Multicolor",4.3,"6,452",419,Toys,Amazon,Toys
"ToyMagic Pocket Basketball Set|with A Miniature Hoop&A Tiny Shooters|Improve Hand-Eye Coordination&Concentration|Indoor-Outdoor Toy|Best Birthday Gift for Kids 5Yr +||Bis Approved,Multicolor",3.8,290,119,Toys,Amazon,Toys
COSMOBABY Friction Dog Toy Cute Puppy 3 Face Role Play Toy|Yellow,4.1,93,224,Toys,Amazon,Toys
Toy Imagine™ Magic Water Coloring Doodle Book & Magic Pen Reusable | Magic Water Quick Dry Book | Water Colouring Book Doodle with Magic Pen | Painting Board for Children Education Drawing Pad (pack of 1),3.9,149,55,Toys,Amazon,Toys
"COSMOBABY Bath Toys, Cute Swimming Bath Toys for Toddlers 1-3, Floating Wind Up Toys for 1-5 Year Old Boy Girl, New Born Baby Bathtub Water Toys, Preschool Toddler Pool Toys frog Proudly MADE IN INDIA",3.3,215,111,Toys,Amazon,Toys
Kiddie Galaxia® Duck Track Toys Electric Ducks Chasing Race Track Game Set Playful Roller Coaster Toy 3 Duck LED Flashing Lights Music Button Fun Duck Stair Climbing Toy for Toddlers Kids,4.7,16,444,Toys,Amazon,Toys
Umadiya® Big Size Ford Raptor F150 Model Car 1:28 Scale Exclusive Alloy Metal Pull Back Die-cast Car Metal Pullback Toy car Openable Doors & Light Music Birthday Gift Car【Colors as Per Stock】,4.1,567,"1,188",Toys,Amazon,Toys
"SUPER TOY 3 Cute Big Jumping Bird, Penguin, Rabbit Key Operated Wind Up Toy for Kids Colorful & Funny Toys for Toddlers/Baby Pack of 3 (Multicolored)",3.7,297,349,Toys,Amazon,Toys
"Storio Blaze Storm Soft Bullet Gun Toy with 10 Safe Soft Foam Bullets, Fun Target Shooting Battle Fight Game for Kids Boys (Super Gun)",4.2,838,285,Toys,Amazon,Toys
"Graphene® Barbie Play Cell Phone Toy for Kids, Toddlers with Music, Ringtones, Lights - Birthday Party Favors and Gifts for Girls and Boys",3.2,230,123,Toys,Amazon,Toys
Babique Pluto Sitting Plush Soft Toy Cute Kids Animal Home Decor Boys/Girls (30 Cm),4.2,"2,009",279,Toys,Amazon,Toys
"Earthly Eats [9 inch 100 Pack, 3-Compartment Disposable Bagasse Plates | Eco-Friendly, Biodegradable, Sugarcane Bagasse Plates | for Serving Snacks | Birthday, Wedding & Party | Round, White (23 cm)",5,1,799,Plates,Amazon,Utensils
"Signoraware Round Plastic Full Plate Set, Set of 3, Lemon Yellow",4.2,"6,132",289,Plates,Amazon,Utensils
"Larah by BOROSIL Opalware Classic Full Plate (White, 11 inch) - Set of 6",4.5,"3,302",858,Plates,Amazon,Utensils
wolpin Square Plastic Dinner Plate Set (Set of 10 Pcs) Colorful Snacks/Breakfast Plate with Stand,3.7,422,379,Plates,Amazon,Utensils
"Larah By Borosil Brand Logo Opalware 6 Pieces Plate Set, White",4.4,"1,607",678,Plates,Amazon,Utensils
Eha Set of 4 Earth-Friendly Square Dinner Plates |11 inch | Unbreakable Plates Made with Bamboo Fibers & Rice Husk Fiber | Microwave Safe Full Dinner Plates | for Hot Servings |Multicolor,4.4,58,711,Plates,Amazon,Utensils
"Ikea Plastic Plate - Pack of 6, Multicolour",4.2,272,196,Plates,Amazon,Utensils
"Degradable Lightweight Wheat Straw Plates - 4 Pack 7.9' Unbreakable Dinner Plates, Non-Toxin, Dishwasher & Microwave Safe, BPA Free and Healthy for Kids, Children, Toddler & Adult",4.6,"1,822",489,Plates,Amazon,Utensils
"miah decor Ceramic Quarter Plates Side Plates- Set of 4 Handcrafted Stoneware Serving Platter Plates for Snacks & Dinner, Size 7 Inches",4.2,379,854,Plates,Amazon,Utensils
Amazon Brand - Solimo Plate Set | Stainless Steel | Set of 6 | 12 Inches,4.6,10,749,Plates,Amazon,Utensils
KC Stainless Steel Lazer Design Dinner Plate Set of 4 (Full Size Plate Diamm. 29.5 CM with Floral Design),4.2,201,599,Plates,Amazon,Utensils
"Castleite Bliss Melamine Quarter Plates Set of 6 - Size 7', Non Breakable, Square Designer Plate for Serving Snacks, Breakfast, Lunch or Dinner at Home, or Cafe, Stainless (Tropicana Cabana)",4.3,160,499,Plates,Amazon,Utensils
KC Stainless Steel Partition Plate 5 in1 / Bhojan Thali/Dinner Plate Set of 2,4.3,269,499,Plates,Amazon,Utensils
"IRIDA NATURALS Snack Plate Pack of 1-8 Inches, Wheat Straw Plates Eco Friendly, Reusable, Unbreakable Snacks Plates, Dishwasher, Freezer & Microwave Safe Plates,Lightweight Dessert Plates (Soft Beige)",3.8,283,269,Plates,Amazon,Utensils
Sumeet Stainless Steel Heavy Gauge Deep Wall Snack Plates with Mirror Finish 24.3cm Dia (Pack of 2),4.4,691,497,Plates,Amazon,Utensils
Shri & Sam Stainless Steel High Grade Shagun Dinner Plates (2 Pcs),4.3,165,435,Plates,Amazon,Utensils
"SignoraWare Bpa Free Square Plates for Dinner Lunch Breakfast, Food Grade, Reusable, Full meals Thali (Plastic, 10.7 Inches, Set of 3, Maroon, Dishwasher Safe, Microwave Safe)",4.2,"1,688",327,Plates,Amazon,Utensils
"URMILA PLASTIC® Microwave Safe Unbreakable Round Dinner Set Big Plates Set of 6 Small Plates Set of 6& 12 Pcs Katori, Made in India Set of 24 (Green) (Yellow)",3.4,16,717,Plates,Amazon,Utensils
"Irida Naturals Unbreakable Wheat Straw Dinner Plates 10 Inch- (Sky Blue) Reusable, Lightweight & Eco-Friendly, Microwave, Freezer & Dishwasher Safe, Cut Resistant & Lead-Free",3.9,144,459,Plates,Amazon,Utensils
"Irida Naturals Rice Husk Small Plates Set of 1, Eco-Friendly, Microwave Plate 8 Inches, Sustainable Kitchen Plates, Lightweight, Durable & Non Breakable Plates for Snacks (Soft Beige)",5,7,299,Plates,Amazon,Utensils
"Larah by BOROSIL Opalware Classic Full Plate (White, 11 inch) - Set of 6",4.5,"3,302",858,Plates,Amazon,Utensils
"GOOD HOMES WITH WORD YSR Goodhomes Pure Melamine Deep Plate Set of 2-750ml, SW-SWMT-539-GREY-2",4.1,17,716,Plates,Amazon,Utensils
"IKEA KALAS Plates, English Colours",4.3,5,259,Plates,Amazon,Utensils
"Lupaava Ceramic Dinner Plate Dinnerware Serving Plate Microwave, Oven, and Dishwasher Safe 10 Inch",5,1,595,Plates,Amazon,Utensils
"Irida Naturals Set of 2 Unbreakable Wheat Straw Dinner Plates 10 Inch- (Mint Green) Reusable, Lightweight & Eco-Friendly, Microwave, Freezer & Dishwasher Safe, Cut Resistant & Lead-Free",3.9,144,899,Plates,Amazon,Utensils
Witeg Borosilicate Glass Beaker 25 ML For Laboratory And Research | 25 ML Borosilicate Glass Beaker Pack of 5 |,5,2,250,Glass,Amazon,Utensils
"Udyan Tea Stellar Durable Borosilicate Glass Double Wall Tea Cup (Transparent, 200 ml Each) - Set of 2",4,74,850,Glass,Amazon,Utensils
"Blanketswarm 2Pcs Drinking Glasses with Bamboo Lids and Straws, Beer Can Glass Tumbler Glasses Ice Coffee Cup for Milk Coffee Ice Water Cocktail",4.3,106,599,Glass,Amazon,Utensils
"Treo by Milton Crescent Cool Glass, Set of 6, 205 ml, Transparent",4.1,362,340,Glass,Amazon,Utensils
"Borosil - Vision Glass Set, 295 ml, Set of 6, Transparent",4.2,"11,183",485,Glass,Amazon,Utensils
"Yera Glass Tumbler - 6 Pieces, Clear, 310ml",4.1,"2,286",225,Glass,Amazon,Utensils
"CELLO Amphio Glass Tumblers, Set of 6, 210ml Each, Clear",3.2,34,372,Glass,Amazon,Utensils
"PARABRAHMA 350ml Transparent Pilsner Glasses Set of 6 | Perfect for Juice, Beer, Mocktail, Lassie, Milkshake, Faluda, Smoothie | Better Head Retention, Aroma and Flavor | Crystal Cocktail Glass",5,1,469,Glass,Amazon,Utensils
"FOMQUAZLI Square Juice Glasses Lead-Free Highball Glass Crystal Glass Drinking Glasses Water Glasses, Mojito Glass Cups, Tom Collins Bar Glassware, and Mixed Drink Cocktail Glass 280ML Set of 3",3.9,2,199,Glass,Amazon,Utensils
Ocean Beverage Glass Tumbler 340ml - Set of 6 for Kitchen | Water | Hot & Cold Drinks | Juice | Cocktail | Milkshake | Smoothie | Ideal for Home | Party | Restaurant | Gifting | Special Occasion,4.3,"2,813",628,Glass,Amazon,Utensils
"Treo by Milton Gusto Cool Glass Mug Set of 2, 335 ml Each, Transparent | Beer | Drink | Juice",4.3,"1,708",245,Glass,Amazon,Utensils
"Treo by Milton Vector Borosilicate Glass Tumbler, Set of 6, 300 ml, Transparent",4,442,448,Glass,Amazon,Utensils
"Borosil Vision White Krip 295 ml Set of 6 pcs Transparent Drinking Glass |Borosilicate Glass Tumblers for Water, Cold Drinks, Juice| Flame Proof, Microwave & Dishwasher Safe | for Daily use & Gifting",4.1,101,461,Glass,Amazon,Utensils
"LEAWALL Plastic Unbreakable Water,Juice, Drinking Glass Set Glass Set (250 ml, Glass) Glass Set (Blur Transparent Diamond Triangles, 6)",3.9,238,189,Glass,Amazon,Utensils
"BAGYAM - Crystal Whiskey Glass - Clear Glass Whiskey Glasses Set of 2, 300 ml, Transparent",4.8,72,299,Glass,Amazon,Utensils
SKDBPM Ice Juice Drinks Glass Can Mug with Straw for Milk/Coffee/Green Tea Cup Set of 1-510ml Transparent Printed Can Shape Cup (Pack of 1) (Wooden LID CAN),4.1,92,169,Glass,Amazon,Utensils
Yera Glass Tumbler 225ml - Set of 6 for Kitchen | Water | Hot & Cold Drinks | Juice | Cocktail | Milkshake | Smoothie | Ideal for Home | Party | Restaurant | Gifting | Special Occasions,3.7,127,310,Glass,Amazon,Utensils
"PrimeWorld Opera Crystal Whiskey Glasses Set of 6 pcs- 300 ml Bar Glass for Drinking Bourbon, Whisky, Scotch, Cocktails, Cognac- Old Fashioned Cocktail Tumblers",4.3,"1,838",798,Glass,Amazon,Utensils
"Signoraware Illusion Borosilicate Drinking Glass, 205ml Each, Set of 6, Clear",4.1,445,381,Glass,Amazon,Utensils
Paksh Novelty® Italian Premium Old Fashioned Whiskey Glass Crystal Tumblers for Cocktails Bourbon Scotch Liquor Whiskey | 300 ML | Set of 6 |Transparent,4,73,"1,199",Glass,Amazon,Utensils
"Ellementry Quoise Glass Tumbler Set of 2 (350 ml) (Round) | Transparent | Clear Glasses for Home Kitchen Office | Reusable Glass Tumblers for Cold Coffee, Smoothies, Juice & Milk…",4,6,"1,279",Glass,Amazon,Utensils
"SAKI Spinny Whiskey Glasses Set of 2 | Heavy Base & Stylish Design | Perfect for Scotch, Mixed Drinks, Wine, Bourbon, Juice, Water and Cocktail Drinks 170ML",4.8,9,499,Glass,Amazon,Utensils
"PrimeWorld Stylish European Crystal Whiskey Glasses Set of 6 pcs- 300 ml Bar Glass for Drinking Bourbon, Whisky, Scotch, Cocktails, Cognac- Old Fashioned Cocktail Tumblers",4,713,974,Glass,Amazon,Utensils
"KELVEE Glass Coffee Tumbler with Leather Grip Pack of 1, Clear Drinking Glasses Sipper Mugs with Straws and Lids for Iced Tea, Juice, Cocktail, Smoothies Cold & Hot Drink Cups (Grey Black)",4.4,91,299,Glass,Amazon,Utensils
"AGARO Elite 300ml 6 pcs Set Transparent Drinking Glass | Borosilicate Glass Tumblers for Water, Cold Drinks, Juice| Flame Proof, Microwave & Dishwasher Safe | for Daily use & Gifting",4.3,40,489,Glass,Amazon,Utensils
"Maybelline Liquid Lipstick, High Shine Gloss, Lasts for 16 HRs, Enriched With Vitamin E & Aloe, SuperStay Vinyl Ink, Witty, High-Glossy",4.1,"1,745",568,Makeup,Amazon,Beauti Products
MARS Illuminati Base Dewy Primer with Highlighter | Glowy Dewy Primer for Face Makeup | Natural Finish (45ml) (PINK),4,685,229,Makeup,Amazon,Beauti Products
"Disney Frozen Princess By RENEE Unicorn Makeup Kit Elsa 7.4 Gm, Pre-teen Girls, Includes 2 Matte, 4 Shimmer Eyeshadows, Lip Butter, Lip & Cheek Tint, Compact & Travel Friendly, Cruelty-Free & Vegan",4,188,759,Makeup,Amazon,Beauti Products
"The Face Shop All Clear Micellar All-In-One Foaming Face Wash with Hyaluronic Acid, AHA & PHA | Makeup Remover Face Wash for all Skin Types, 150 ml",5,20,879,Makeup,Amazon,Beauti Products
"Swiss Beauty Long Lasting Misty Finish Professional Makeup Fixer Spray For Face Makeup | With Aloe Vera And Vitamin- E | Light Weight, Quick Dry Makeup Setting Spray |70 Ml",4,"24,208",217,Makeup,Amazon,Beauti Products
"LAKMÉ 9 To 5 Cc Cream Mini, 01 - Beige, Light Face Makeup With Natural Coverage, Spf 30 - Tinted Moisturizer To Brighten Skin, Conceal Dark Spots, 9 G",4.1,"13,139",99,Makeup,Amazon,Beauti Products
"FACES CANADA Ultime Pro Makeup Fixer, 50 ml | Long Lasting Makeup Setting Spray | Keeps Makeup Intact | Hydrates, Soothes & Refreshes Skin | Hyaluronic Acid & Vitamin E Enriched | No Alcohol",3.9,"1,248",244,Makeup,Amazon,Beauti Products
"Insight Cosmetics Crème Blusher, Face Makeup, Dusty Rose, 3.5 gm(B-02=03)",4.1,"2,114",76,Makeup,Amazon,Beauti Products
"Swiss Beauty Real Makeup Base Highlighting Primer| Skin-Hydrating Poreless Primer With Natural Glow Finish For Face Makeup |Shade - Natural Tint, 32Ml",4.1,"5,473",322,Makeup,Amazon,Beauti Products
"HUDA GIRL Beauty Rose Gold Remastered + Nude Edition Eyeshadow Palette Combo Kit - 36 Matte and Shimmer Finishes, Includes Black Eyeshadow - Complete Eye Shadow Palette Set",3.9,"1,508",399,Makeup,Amazon,Beauti Products
"Swiss Beauty Liquid Light Weight Concealer With Full Coverage |Easily Blendable Concealer For Face Makeup With Matte Finish | Shade- Medium-Beige, 6G |",4.1,"16,284",197,Makeup,Amazon,Beauti Products
"MACPLUS Makeup Sponge Set Beauty Blender with Egg Case, Soft Sponge For Liquid Foundation, Creams, and Powders Latex Free Wet and Dry Makeup (Multicolor 4 Big + 3 Mini -7 Pcs set)",4.2,"1,509",199,Makeup,Amazon,Beauti Products
"Maybelline New York Fit Me Shade 220 Natural Beige, Compact Powder, 8g - Powder that Protects Skin from Sun, Absorbs Oil, Sweat and helps you to stay fresh for upto 12Hrs.",4.1,"33,261",269,Makeup,Amazon,Beauti Products
"Lacto Calamine Daily Cleansing Facial Wipes 25N Each - Pack of 2 | Wet Wipes for Face with Aloe Vera, Cucumber & Vitamin E | Makeup Remover Wipes| Hydrating,Refreshing, Soothing|Paraben & Alcohol Free",4.3,"17,115",108,Makeup,Amazon,Beauti Products
"FACES CANADA Strobe Cream - Rose Gold, 30g | With Shea Butter & Hyaluronic Acid | Instant Illumination | Intense Hydration | Flawless Radiant Dewy Skin | Glowing Makeup Base",4,779,419,Makeup,Amazon,Beauti Products
"LAKMÉ Eyeconic Insta Cool Kajal, Black, Cooling Kohl Liner With Cucumber, Twist Up Pencil - Waterproof, Smudge Proof & Long Lasting Eye Makeup, Glossy, 0.35 G",4.2,"7,790",137,Makeup,Amazon,Beauti Products
URBANMAC Makeup Brush Set 8PCS Mini With Storage (Blue Gray),3.4,205,194,Makeup,Amazon,Beauti Products
"Blue Heaven HD All In One Makeup Stick, Silk Matte - 101, Vanilla-Very Fair, 10gm",3.8,622,96,Makeup,Amazon,Beauti Products
Swiss Beauty Clean & Glow Makeup Remover Wipes | With Green Tea And Calendula Extracts| Cleansing And Hydrating Facial Wipes| 30 Wipes,4.5,389,103,Makeup,Amazon,Beauti Products
"Blue Heaven Long Lasting Make-Up Fixer, 60ml",3.8,"1,266",161,Makeup,Amazon,Beauti Products
"Lakme Eyeconic Collection - Eye Regime Kit (Kajal Pencil, Mascara & Eye Liner), Black, Glossy Finish",3.9,26,519,Makeup,Amazon,Beauti Products
"LoveChild Masaba Face Highlighter Palette (Chandni), 11.2gm",3.3,6,"1,399",Makeup,Amazon,Beauti Products
"Simple Kind To Skin Micellar Cleansing Wipes 25 wipes | Instantly Removes Water Proof Make-Up, Impurities & Unclogs Pores | Super Soft Face Wipes with Gentle Cleansers & Multivitamins",4.3,355,262,Makeup,Amazon,Beauti Products
"Vitalogy - Makeup Sponges for Foundation - Makeup Sponge Set for Blending - Beauty Blender Set of 4 + Egg Case Holder - Flawless for Cream, Powder and Liquid (Pink Mix Colours)",3.7,36,249,Makeup,Amazon,Beauti Products
MARS Matte Lip Liner | One Swipe Smooth Application | Long Lasting Lip Pencil | (1.4gm) (09-STEAMY PINK),4.2,"1,067",59,Makeup,Amazon,Beauti Products
